A0 f (kHz),A0 Phase velocity (m/ms),A0 Energy velocity (m/ms),A0 Propagation time (micsec),A0 Coincidence angle (deg),A0 Wavelength (mm),A0 Wavenumber (rad/mm),A0 Attenuation (Np/m),A1 f (kHz),A1 Phase velocity (m/ms),A1 Energy velocity (m/ms),A1 Propagation time (micsec),A1 Coincidence angle (deg),A1 Wavelength (mm),A1 Wavenumber (rad/mm),A1 Attenuation (Np/m),A2 f (kHz),A2 Phase velocity (m/ms),A2 Energy velocity (m/ms),A2 Propagation time (micsec),A2 Coincidence angle (deg),A2 Wavelength (mm),A2 Wavenumber (rad/mm),A2 Attenuation (Np/m),A3 f (kHz),A3 Phase velocity (m/ms),A3 Energy velocity (m/ms),A3 Propagation time (micsec),A3 Coincidence angle (deg),A3 Wavelength (mm),A3 Wavenumber (rad/mm),A3 Attenuation (Np/m),A4 f (kHz),A4 Phase velocity (m/ms),A4 Energy velocity (m/ms),A4 Propagation time (micsec),A4 Coincidence angle (deg),A4 Wavelength (mm),A4 Wavenumber (rad/mm),A4 Attenuation (Np/m)
11.7,1.12169859249578,2.05293740302125,48.7106912528521,17.8054725003969,95.8716745722887,0.0655374523832059,0,145.8,14.9347958645549,2.23399390545665,44.7628795028244,1.3159992683548,102.433442143724,0.0613391991490797,0,402.014679400126,20.7909218565566,0.0709557564674532,1409.32892521369,0.945284874176953,51.7168225985683,0.121492098537266,0,532.8,18.3253605177589,1.90239993131844,52.5651827219611,1.07248094924489,34.3944454162141,0.1826802331349,0,686.7,17.7869006690609,0.911019818840548,109.767096095966,1.10495195082372,25.9019960230973,0.242575332865342,0
12.6,1.15990631817346,2.11009529818643,47.3912245034369,17.2003291008,92.0560569978934,0.0682539043283525,0,146.7,14.4398500192621,2.30024576026883,43.4736156141476,1.36111531134748,98.4311521422094,0.0638333004382788,0,402.021425851186,20.6909218565566,0.0729229393400363,1371.31060411189,0.949853888937584,51.4672117605386,0.122081323084168,0,533.7,18.0638097754144,1.9208151565231,52.0612301815714,1.08801154178364,33.8463739468136,0.185638358692515,0,687.6,17.3728595534294,0.941087078449777,106.260092492957,1.13128925621097,25.2659388502464,0.248682043616927,0
13.5,1.19637406646713,2.16355671258427,46.2201889224131,16.660470349083,88.6203012197874,0.0709000671482333,0,147.6,13.9966452244905,2.36265175215298,42.3253236152448,1.40422362617484,94.8282196781198,0.066258602434032,0,402.028425979614,20.5909218565566,0.0749280647839587,1334.61340938581,0.954467288751248,51.2175769819838,0.122676348187845,0,534.6,17.8130909695035,1.93869242715855,51.581157794362,1.10332715679781,33.3204095950308,0.188568669579518,0,688.5,16.9913869784606,0.970733779184701,103.01485550857,1.15669117423372,24.6788481894853,0.254597996589509,0
14.4,1.2312657271666,2.21368906573566,45.1734625010526,16.1751819274275,85.5045643865693,0.0734836245556796,0,148.5,13.5969148125412,2.42158743994401,41.2952257475832,1.44551448636089,91.561715909368,0.0686224066988759,0,402.035690275828,20.4909218565566,0.0769721209205894,1299.17168455275,0.959125723563622,50.9679174067811,0.123277261988806,0,535.5,17.5724778337781,1.95605324907053,51.1233526221832,1.11843649459914,32.8150846569152,0.191472469837298,0,689.4,16.6385347692224,0.999992149850079,100.000785021155,1.18122448050173,24.1348052933311,0.260337103648222,0
15.3,1.26472056859087,2.26080586465859,44.2320154787378,15.7360525855174,82.6614750712989,0.076011047489294,0,149.4,13.2341235322962,2.47737290704813,40.3653401211823,1.48514959804597,88.5818174852489,0.0709308691733029,0,402.043225415547,20.3909218565566,0.0790558405735063,1264.92867920391,0.963829856073067,50.7182326862511,0.123884153181127,0,536.4,17.3413103318699,1.97291768415218,50.6863518956053,1.13334769044889,32.3290647499439,0.194350976614332,0,690.3,16.3109897202703,1.02888988491915,97.1921305338308,1.20494840679099,23.6288421270031,0.265911688495271,0
16.2,1.29685818764696,2.30517726572971,43.3806117588726,15.3363748437653,80.0529745461088,0.0784878431164429,0,150.3,12.9030280746427,2.53028369201567,39.5212601320361,1.52326783808796,85.8484901839167,0.0731892348219387,0,402.051040935516,20.2909218565566,0.0811801521395765,1231.82819155187,0.968580362044967,50.4685221292862,0.124497113093263,0,537.3,17.1189870802606,1.98930447847011,50.2688256535298,1.14806836603375,31.8611335943804,0.197205328196101,0,691.2,16.0059482680582,1.05745087468686,94.5670407900627,1.22791580379861,23.156753860038,0.271332732780936,0
17.1,1.32778224223713,2.34703810124874,42.6068924687653,14.9707258905941,77.6480843413525,0.0809187420459437,0,151.2,12.5993666093091,2.58055906881496,38.7512927754534,1.55998958329124,83.3291442414623,0.0754020140777258,0,402.059146372477,20.1909218565566,0.0833459855594893,1199.81783560078,0.973377930635402,50.2187850686309,0.125116234862965,0,538.2,16.9049588124158,2.00523117533307,49.8695617892484,1.16260567457988,31.4101798818578,0.200036591029162,0,692.1,15.721020099421,1.08569579281739,92.1068320072413,1.25017408212465,22.7149546299971,0.276610075147677,0
18,1.35758331801887,2.38659403136993,41.9007165381198,14.6346679036136,75.4212954454926,0.0833078412412113,0,152.1,12.3196348483088,2.62840842677855,38.045837542289,1.59542003265451,80.9969418034768,0.0775731177903544,0,402.067552216847,20.0909218565566,0.0855543345699459,1168.84784976317,0.9782232647245,49.9690207423676,0.12574161378056,0,539.1,16.6987227037136,2.02071421734733,49.4874530705652,1.17696634155423,30.9751858722197,0.202845766062528,0,693,15.4541531418326,1.11364257647794,89.7954174096548,1.27176597962914,22.3003652840298,0.281752573428886,0
18.9,1.38634115603447,2.42402642671734,41.2536756603853,14.3245296388974,73.3513839171679,0.0856587152367142,0,153,12.060921510852,2.67401626058655,37.3969304053764,1.62965179615625,78.82955235851,0.079705962030638,0,402.076267051696,19.9909218565566,0.0878060726304503,1138.8733945643,0.983117081259794,49.7192286506836,0.126373346443563,0,540,16.499817440572,2.03576903693149,49.1214858787369,1.19115670049914,30.5552174825408,0.205633794319081,0,693.9,15.2035745258445,1.141306819423,87.6188578725535,1.29273019473937,21.9103250120254,0.286768238432386,0
19.8,1.41412641506954,2.45949619563459,40.6587333525833,14.0372443804156,71.4205260136133,0.0879745033799101,0,153.9,11.8207854343425,2.71754612629391,36.7979034587267,1.66276693852671,76.8082224453706,0.0818035505462773,0,402.085301367442,19.8909218565566,0.0901022003630265,1109.85080938195,0.988060111609937,49.4694080805991,0.127011531994532,0,540.9,16.3078189115864,2.05041013807824,48.770730373839,1.20518272533576,30.1494156250442,0.20840156191818,0,694.8,14.9677436719783,1.16870209923576,85.5650041746244,1.31310191170403,21.542521116837,0.291664344813794,0
