BSH0 f (kHz),BSH0 Phase velocity (m/ms),BSH0 Energy velocity (m/ms),BSH0 Propagation time (micsec),BSH0 Coincidence angle (deg),BSH0 Wavelength (mm),BSH0 Wavenumber (rad/mm),BSH0 Attenuation (Np/m),BSH1 f (kHz),BSH1 Phase velocity (m/ms),BSH1 Energy velocity (m/ms),BSH1 Propagation time (micsec),BSH1 Coincidence angle (deg),BSH1 Wavelength (mm),BSH1 Wavenumber (rad/mm),BSH1 Attenuation (Np/m),BSH2 f (kHz),BSH2 Phase velocity (m/ms),BSH2 Energy velocity (m/ms),BSH2 Propagation time (micsec),BSH2 Coincidence angle (deg),BSH2 Wavelength (mm),BSH2 Wavenumber (rad/mm),BSH2 Attenuation (Np/m),BSH3 f (kHz),BSH3 Phase velocity (m/ms),BSH3 Energy velocity (m/ms),BSH3 Propagation time (micsec),BSH3 Coincidence angle (deg),BSH3 Wavelength (mm),BSH3 Wavenumber (rad/mm),BSH3 Attenuation (Np/m),BSH4 f (kHz),BSH4 Phase velocity (m/ms),BSH4 Energy velocity (m/ms),BSH4 Propagation time (micsec),BSH4 Coincidence angle (deg),BSH4 Wavelength (mm),BSH4 Wavenumber (rad/mm),BSH4 Attenuation (Np/m),BSH5 f (kHz),BSH5 Phase velocity (m/ms),BSH5 Energy velocity (m/ms),BSH5 Propagation time (micsec),BSH5 Coincidence angle (deg),BSH5 Wavelength (mm),BSH5 Wavenumber (rad/mm),BSH5 Attenuation (Np/m),BSH6 f (kHz),BSH6 Phase velocity (m/ms),BSH6 Energy velocity (m/ms),BSH6 Propagation time (micsec),BSH6 Coincidence angle (deg),BSH6 Wavelength (mm),BSH6 Wavenumber (rad/mm),BSH6 Attenuation (Np/m)
0.001,2.49765926450491,2.49765926404983,40.0374868739521,7.89329202445779,2497659.26450491,2.51562949216976e-06,0,33.6919840494791,20.0808650932152,0.247098779762009,404.696454172352,0.978713219541568,596.013136647727,0.0105420248662963,0,81.4218627929691,20.0285173602522,0.152803794162627,654.434011589865,0.981271492855625,245.984514149211,0.0255430116359613,0,131.906741333008,20.0121328186712,0.135303505973364,739.0791486193,0.982074968316058,151.714253694958,0.0414146011607635,0,182.269032287598,20.0367470014867,0.129634131314373,771.401782741092,0.980868418369558,109.929518744968,0.0571564888022144,0,228.997670491537,20.0125386264212,0.126971431663387,787.578738696977,0.982055052168832,87.3918873649012,0.0718966656589576,0,299.5394615829,20.0569611059768,0.125646397541845,795.884338559696,0.979879768551054,66.959328163264,0.0938358475141742,0
0.75,2.49750397709012,2.4971933655123,40.0449566225261,7.89378593490351,3330.00530278683,0.00188683942993163,0,33.6940755208333,19.9808650932153,0.248358284879686,402.644107678726,0.98361195207381,593.008259890108,0.0105954431534292,0,81.4250223795576,19.9285173602522,0.153580461493915,651.124492186542,0.986195934299097,244.746845353713,0.025672180975812,0,131.911260477702,19.9121328186712,0.135987291857736,735.362831584409,0.987007498099026,150.950970725028,0.0416240139232029,0,182.274997202556,19.9367470014867,0.13028657425482,767.538793401812,0.985788804699415,109.377299725489,0.0574450578223165,0,229.005020141602,19.9125386264212,0.127610123570193,783.636887123568,0.986987381381458,86.9524109738228,0.072260047039652,0,299.548972066741,19.9569611059768,0.12627652509868,791.912827200888,0.984790215721002,66.6233670183662,0.0943090328269883,0
1.5,2.49703766583978,2.49579389255806,40.0674111344607,7.8952694671177,1664.69177722652,0.00377438357847106,0,33.6962158203125,19.8808650932152,0.249630793137332,400.591604678298,0.988559972785018,590.002901193161,0.0106494142562234,0,81.4282185872399,19.8285173602522,0.154365109903389,647.814781867392,0.991170053433156,243.509163092012,0.025802664784345,0,131.915852864583,19.8121328186712,0.136678051785114,731.646366727707,0.991989828330567,150.187656664807,0.0418355638985872,0,182.281053670248,19.8367470014867,0.130945630911622,763.675727886578,0.990758807213083,108.825062188701,0.0577365652801983,0,229.012479654948,19.8125386264212,0.128255278471587,779.695005084361,0.991969507997341,86.5129212882747,0.0726271314575429,0,299.558627562722,19.8569611059768,0.126913008047107,787.941295685641,0.989750128428792,66.287395117068,0.0947870299637368,0
2.25,2.49625898500958,2.49345552322953,40.1049864609094,7.89774802577252,1109.44843778204,0.00566334143454262,0,33.6983561197916,19.7808650932152,0.250916575559575,398.538836172889,0.993558029336958,586.997924257723,0.010703931049032,0,81.4314636230472,19.7285173602522,0.155157873605619,644.504836758592,0.996194605828469,242.271432717667,0.0259344869376397,0,131.920512390137,19.7121328186712,0.137375887638762,727.929782429912,0.997022717078256,149.424319702271,0.042049281667796,0,182.287203216553,19.7367470014867,0.131611402370641,759.812586134311,0.995779180230957,108.2728060622,0.0580310563260922,0,229.020055135092,19.7125386264212,0.128906996782908,775.753081645443,0.997002190022086,86.0734166481331,0.0729979772136287,0,299.568431042135,19.7569611059768,0.127555943083292,783.96974364967,0.994760257934793,65.9514122941676,0.095269912934605,0
3,2.49516568842979,2.49016939282371,40.1579106578793,7.90123064942322,831.721896143264,0.00755443055703478,0,33.7005940755208,19.6808650932152,0.252215711344758,396.486005835331,0.998606884590913,583.991636738264,0.0107590330270356,0,81.4347574869795,19.6285173602522,0.15595887924934,641.194656446104,1.00127036245698,241.033656462851,0.0260676678908033,0,131.925245157877,19.6121328186712,0.138080912731725,724.213057559144,1.00210693787476,148.660954127475,0.0422652023462181,0,182.293448893229,19.6367470014867,0.132283992691144,755.949362924657,1.00085069344279,107.72053039047,0.0583285775181763,0,229.027746582032,19.6125386264212,0.12956537821586,771.811122516052,1.00208620092481,85.6338977225035,0.0733726418426058,0,299.578385547798,19.6569611059768,0.128205428874059,779.998170734517,0.999821370790632,65.6154183821801,0.0957577572786762,0
3.75,2.49375461818274,2.48592310655344,40.2265056937513,7.90573007748508,665.001231515397,0.00944838146068021,0,33.70283203125,19.5808650932152,0.253528546350038,394.432900908655,1.00370731699593,580.98574846943,0.0108146978195803,0,81.438112386068,19.5285173602522,0.156768266553218,637.884198113866,1.00639811008639,239.795800615745,0.0262022324454627,0,131.930051167806,19.5121328186712,0.138793238019447,720.496195830439,1.00724328011428,147.897561214867,0.0424833598036907,0,182.299790700277,19.5367470014867,0.132963506200089,752.086063746814,1.00597413230114,107.168236049198,0.0586291753864004,0,229.035553995769,19.5125386264212,0.13023052450982,767.869133418562,1.00722233003453,85.1943651804455,0.0737511840586114,0,299.588494205972,19.5569611059768,0.128861566111993,776.026576559613,1.00493424923026,65.2794132091436,0.0962506401068493,0
4.5,2.4920216984115,2.4807007604466,40.3111901259694,7.91126281395525,553.782599647001,0.0113459420920497,0,33.7051188151041,19.4808650932153,0.25485523410273,392.379620344351,1.008860120989,577.979422059933,0.0108709498424462,0,81.4415161132816,19.4285173602522,0.157586157269564,634.573503997192,1.01157865168675,238.557903726006,0.0263381980183565,0,131.93493347168,19.4121328186712,0.139512979114672,716.77918882232,1.01243254946117,147.134138835474,0.0427037895957339,0,182.306230163574,19.4367470014867,0.133650050295063,748.222688874615,1.01115029842701,106.615923021649,0.0589328979115413,0,229.043489583334,19.4125386264212,0.130902545004894,763.927087867246,1.01241138294873,84.7548151739027,0.0741336677366064,0,299.598760217429,19.4569611059768,0.129524457562233,772.054960754827,1.01009969157305,64.9433966010281,0.0967486401393444,0
5.25,2.48996191861643,2.47448297519491,40.4124825276372,7.91784923844176,474.278460688844,0.0132478824740509,0,33.7074055989583,19.3808650932152,0.256196065494477,390.326056752638,1.01406610740769,574.973503561906,0.0109277823556318,0,81.4449686686201,19.3285173602522,0.15841268626975,631.262573438827,1.01681280684974,237.319968025223,0.0264755863548397,0,131.939892069499,19.3121328186712,0.140240251669307,713.062040389121,1.01767556827138,146.370688316909,0.0429265270214197,0,182.312771860759,19.3367470014867,0.134343736458925,744.35922831858,1.01638001002806,106.063589534227,0.0592397950585294,0,229.051547241211,19.3125386264212,0.131581542960612,759.985008155241,1.01765418195475,84.3152506893278,0.0745201521173307,0,299.609186875324,19.3569611059768,0.130194208123564,768.083322916275,1.01531851263947,64.6073683782994,0.097251837753076,0
6,2.48756932292445,2.4672469495148,40.5310056294387,7.92551371285588,414.594887154075,0.0151549994991727,0,33.7097412109375,19.2808650932152,0.257551202979729,388.272307964606,1.01932610391554,571.967164404079,0.0109852203032073,0,81.4484822591149,19.2285173602522,0.159248001862606,627.951364101114,1.02210141222104,236.081960362133,0.0266144236414406,0,131.944930013021,19.2121328186712,0.140975176138875,709.344742378542,1.02297317602693,145.60720761893,0.0431516091128081,0,182.319417317709,19.2367470014867,0.135044676600457,740.495682742535,1.02166410232981,105.511235635231,0.0595499168344647,0,229.059726969402,19.2125386264212,0.132267626558742,756.042900305529,1.02295156646423,83.8756724310059,0.0749106996709682,0,299.619777553281,19.2569611059768,0.130870924876988,764.111662647719,1.02059154417962,64.2713283589978,0.0977603150207795,0
6.75,2.48483699278711,2.45896654002826,40.6674911480701,7.93428472491045,368.123998931423,0.0170681219518917,0,33.7121256510416,19.1808650932152,0.258920880338549,386.218368596794,1.02464095544087,568.960417736892,0.0110432731545223,0,81.4520446777346,19.1285173602522,0.160092234327794,624.639917232007,1.02744532194621,234.843918724622,0.0267547285929394,0,131.950047302246,19.1121328186712,0.141717873122098,705.627298780051,1.02832622978415,144.843698122311,0.0433790726737304,0,182.326166534424,19.1367470014867,0.135752984012589,736.632058052782,1.02700342802048,104.958862269907,0.0598633137907124,0,229.068040974935,19.1125386264212,0.132960911830787,752.100738653665,1.02830439346125,83.4360766568587,0.0753053781881424,0,299.630535714329,19.1569611059768,0.131554717145901,760.139979542463,1.02591963531524,63.9352763572844,0.098274155758204,0
7.5,2.48175702791046,2.44961237699441,40.822785245189,7.94419505453204,330.900937054728,0.0189881157880807,0,33.7145589192708,19.0808650932152,0.260305336528776,384.164233179082,1.03001152462925,565.95327671064,0.0111019505774362,0,81.4556681315107,19.0285173602522,0.160945538091943,621.328190800004,1.03284540813069,233.605810335145,0.0268965283790045,0,131.955243937174,19.0121328186712,0.142468465772102,701.90971354997,1.03373560463598,144.080161207713,0.0436089552823407,0,182.333024088542,19.0367470014867,0.136468777211268,732.768344844105,1.03239885770975,104.40646776221,0.0601800390516972,0,229.076489257813,19.0125386264212,0.133661511592478,748.158529771014,1.03371353796458,82.9964641418246,0.0757042528515776,0,299.641464916866,19.0569611059768,0.132245696556668,756.168273174391,1.03130365299566,63.59921218268,0.09879344557181,0
8.25,2.4783205358503,2.43915202957348,40.9978544951487,7.95528193114761,300.402489193976,0.0209158896254099,0,33.717041015625,18.9808650932153,0.261704815831722,382.109896152238,1.03543869231047,562.945754475288,0.0111612624435476,0,81.459352620443,18.9285173602522,0.161808060218034,618.016184516715,1.03830256131436,232.367637985647,0.0270398466914214,0,131.960529073079,18.9121328186712,0.143227087112873,698.191955277236,1.03920219418896,143.316588312538,0.0438412983532481,0,182.339991505941,18.9367470014867,0.137192175293995,728.904544196533,1.03785128040214,103.85405223006,0.0605001458514197,0,229.085071818034,18.9125386264212,0.134369541025463,744.216280243528,1.03917989350469,82.5568356607875,0.0761073902226118,0,299.652568811675,18.9569611059768,0.132943977096687,752.196543114342,1.03674448246817,63.2631356412325,0.099318271905012,0
9,2.47451760757792,2.42755023062112,41.1937923008142,7.96758725662758,274.946400841991,0.0228524006422273,0,33.7195231119791,18.8808650932152,0.263119637084936,380.055252081849,1.04092335798015,559.938675007763,0.0112212025845374,0,81.4630859375003,18.8285173602522,0.162679940241044,614.70393861609,1.04381769096125,231.129439101997,0.0271847036517353,0,131.965896606445,18.8121328186712,0.143993860866839,694.474051865844,1.04472691105554,142.55298757052,0.044076139085274,0,182.347071838379,18.8367470014867,0.137923300837383,725.040652252832,1.04336160398542,103.301614945495,0.0608236890632814,0,229.093788655599,18.8125386264212,0.135085117739613,740.273996671917,1.04470437261585,82.1171919885718,0.076514858277838,0,299.663851150871,18.8569611059768,0.133649675180135,748.224788913395,1.0422430277633,62.9270465341612,0.0998487240898655,0
9.75,2.47033731759904,2.41476918582077,41.4118254395442,7.98115777144214,253.367930010158,0.0247986606155234,0,33.7221028645833,18.7808650932152,0.264549917928693,378.000495267415,1.04646644029691,556.930425383996,0.0112818137074257,0,81.4668924967451,18.7285173602522,0.163561353205455,611.391371129012,1.04939172596492,229.891147020251,0.0273311320971664,0,131.97134958903,18.7121328186712,0.1447689207476,690.7559957178,1.05031068736198,141.789357136548,0.0443135185465907,0,182.354266611735,18.7367470014867,0.138662278058577,721.17667039738,1.04893075573468,102.749156077497,0.0611507242204558,0,229.10265197754,18.7125386264212,0.135808367556304,736.331654664369,1.0502879073441,81.6775295480022,0.0769267305457241,0,299.675315784912,18.7569611059768,0.13436290970986,744.253010119664,1.04780021219577,62.5909446590501,0.100384893396414,0
10.5,2.46576770740383,2.40076897801633,41.6533206300535,7.99604529903964,234.835019752746,0.02675574245185,0,33.7246826171875,18.6808650932152,0.265996058133715,375.945420776614,1.05206887759542,553.922635989307,0.0113430737416206,0,81.4707600911461,18.6285173602522,0.164452445412758,608.078522329117,1.05502561517011,228.652799352939,0.0274791532181556,0,131.976894124349,18.6121328186712,0.145552405813605,687.037767881763,1.05595447527286,141.025691975557,0.0445534797182105,0,182.361577351888,18.6367470014867,0.139409233830068,717.312600124426,1.05455968283267,102.196675813595,0.0614813080480234,0,229.111655680339,18.6125386264212,0.136539410350706,732.389276789365,1.05593144977162,81.2378513487316,0.0773430759536907,0,299.686966668566,18.6569611059768,0.13508380214567,740.281206270484,1.05341697888138,62.2548298091659,0.100926873086632,0
11.25,2.46079579815013,2.38550810212428,41.9197905515184,8.01230692189758,218.737404280012,0.0287247868185192,0,33.7273111979166,18.5808650932152,0.267458255769214,373.890122450693,1.05773162841605,550.914509140088,0.0114050096756153,0,81.4746887207034,18.5285173602522,0.165353377363003,604.76539151945,1.06072032791136,227.414398891026,0.0276287928021233,0,131.982530212402,18.5121328186712,0.146344453212801,683.319372922109,1.06165924753241,140.261993681127,0.0447960644382671,0,182.369008636475,18.5367470014867,0.14016429970145,713.448433110284,1.06024935290693,101.644172658946,0.0618154995295402,0,229.120811971029,18.5125386264212,0.13727837723479,728.446839293326,1.061635972558,80.7981538960413,0.0777639711331007,0,299.698807869852,18.5569611059768,0.135812476576264,736.309376877066,1.05909429127081,61.9187017721986,0.101474758471127,0
12,2.45540758613248,2.36894414146596,42.212899092723,8.03000524227384,204.617298844374,0.0307070093421495,0,33.7299886067708,18.4808650932153,0.268936784118037,371.834594244683,1.06345567205169,547.906057979085,0.0114676324812956,0,81.4786783854169,18.4285173602522,0.166264313155047,601.451977892254,1.06647685456909,226.175948425184,0.0277800771962187,0,131.98825785319,18.4121328186712,0.147145203095036,679.600815362042,1.0674259980236,139.498263846704,0.0450413154538198,0,182.376561991374,18.4367470014867,0.140927608102971,709.584171235867,1.06600075458444,101.091646866107,0.0621533578882287,0,229.130114746094,18.4125386264212,0.138025393427318,724.504364862823,1.06740246949928,80.3584402112513,0.0781894881317004,0,299.710843558113,18.4569611059768,0.136549059782954,732.337521466285,1.0648331337006,61.5825603333502,0.102028646960573,0
12.75,2.44958809291137,2.35103464279209,42.5344646905075,8.04920849459468,192.124556306774,0.0327037075736791,0,33.73271484375,18.3808650932152,0.270431922773538,369.778830007953,1.06924200911254,544.897295647725,0.0115309533693147,0,81.482741292318,18.3285173602522,0.16718543160114,598.138241127215,1.07229620714396,224.937417047605,0.0279330375072718,0,131.99408009847,18.3121328186712,0.147954801186346,675.882088301087,1.07325574234549,138.734500857993,0.0452892774927773,0,182.384240468343,18.3367470014867,0.141699295327492,705.719811583273,1.07181489806444,100.539097865034,0.062494944162064,0,229.13957010905,18.3125386264212,0.138780592698509,720.561845540195,1.07323195610521,79.9187090108707,0.0786197047593066,0,299.723078030845,18.3569611059768,0.13729368132501,728.365639517479,1.07063451196225,61.2464052704265,0.102588638132098,0
13.5,2.44332139888262,2.33173819329012,42.8864613908041,8.06999074336923,180.986770287602,0.0347162684719725,0,33.7354410807292,18.2808650932152,0.271944029503068,367.722726557863,1.07509166210928,541.889019606087,0.0115949670132585,0,81.4868652343752,18.2285173602522,0.168116893404289,594.824220071206,1.07817941985007,223.69884162095,0.0280876971094299,0,132,18.2121328186712,0.148773396435289,672.163185059075,1.07914951840968,137.970703171751,0.0455399962654248,0,182.392047119141,18.2367470014867,0.142479500644497,701.855351455164,1.0776928157101,99.9865251228536,0.0628403207278124,0,229.149190266928,18.2125386264212,0.1395441146624,716.619258661898,1.07912547019559,79.4789569415717,0.0790547026403305,0,299.73551569581,18.2569611059768,0.138046473605014,724.393730520965,1.07649945389003,60.9102363581934,0.103154833782457,0
14.25,2.43659071605369,2.31101575384304,43.2710161467777,8.09243198488234,170.988822179206,0.0367461757271739,0,33.7382649739583,18.1808650932152,0.273473254179675,365.666471845539,1.08100567605561,538.879669931118,0.0116597185935456,0,81.49106241862,18.1285173602522,0.169058885210702,591.509874653247,1.08412754972788,222.460191611271,0.0282440883542836,0,132.75,11.8443278739824,0.230021382633242,434.742191596357,1.65946100583354,89.2228088435587,0.0704212901232059,0,182.399983469645,18.1367470014867,0.143268365385997,697.990793226249,1.0836355626597,99.4339289756841,0.0631895508093228,0,229.158963012696,18.1125386264212,0.140316090184177,712.676642206476,1.08508407251638,79.0391891650238,0.079494556732624,0,299.748161085943,18.1569611059768,0.138807571953073,720.421793948009,1.08242900996819,60.5740533659883,0.103727337994316,0
15,2.42937850835345,2.28883229051757,43.6904007402775,8.11661812256692,161.958567223564,0.0387950166199386,0,33.7411376953125,18.0808650932152,0.275019967698701,363.609961984852,1.08698511909076,535.870048499495,0.011725203386107,0,81.4953328450523,18.0285173602522,0.170011586741384,588.195204319318,1.09014167727747,221.22147036972,0.0284022400568928,0,133.5,9.47086033614587,0.289397196550904,345.54584906772,2.07549792921622,70.9427740535271,0.0885669526037825,0,182.408054097494,18.0367470014867,0.144066036008013,694.126129731495,1.08964421745826,98.8813081238527,0.0635427000956505,0,229.168906656901,18.0125386264212,0.141096667840967,708.733958995489,1.0911088473763,78.5994002815945,0.0799393543038383,0,299.761018865307,18.0569611059768,0.139577114709168,716.449829245767,1.08842425395835,60.2378560572294,0.104306257201621,0
15.75,2.42166663117641,2.26515871456676,44.147016876531,8.14264090722001,153.756611503264,0.0408644886600287,0,33.7440104166667,17.9808650932153,0.27658454987036,361.553094874142,1.09303108312278,532.86093950274,0.0117914165617825,0,81.4996765136721,17.9285173602522,0.170975181868552,584.880208385338,1.09622290711304,219.982681247141,0.0285621816752052,0,134.25,8.14426450049479,0.338744202786513,295.208004085085,2.41375592163622,60.6649124804081,0.103571983380158,0,182.416262054444,17.9367470014867,0.144872661211335,690.261358933163,1.09571988271025,98.328662145995,0.0638998352062447,0,229.179015096029,17.9125386264212,0.141885987564826,704.791232145535,1.0972009033048,78.1595933594337,0.0803891760066484,0,299.774093826115,17.9569611059768,0.140355243303563,712.477835856252,1.09448628354789,59.9016441907511,0.104891700254026,0
16.5,2.41343653075317,2.23997417389504,44.6433718591104,8.1705977017618,146.268880651707,0.0429564052119944,0,33.7469807942708,17.8808650932152,0.27816716912106,359.496055253305,1.09914468449342,529.850809535259,0.0118584046567574,0,81.5040812174481,17.8285173602522,0.171949847451196,581.564924204905,1.10237236863947,218.743860355738,0.0287239390260434,0,135,7.27175292016776,0.382106213609392,261.707338007921,2.70357743772096,53.8648364456871,0.116647254902835,0,182.424608866374,17.8367470014867,0.145688392005218,686.396483780383,1.10186368575425,97.7759914757558,0.0642610237170291,0,229.18930053711,17.8125386264212,0.142684201395121,700.848440277423,1.10336137373217,77.7197652101434,0.0808441107637257,0,299.787390894691,17.8569611059768,0.141142102344491,708.505813211751,1.10061622102011,59.5654175203438,0.10548377848663,0
17.25,2.40466951234901,2.21326871130857,45.1820420580004,8.20059102964873,139.401131150668,0.0450726995922909,0,33.75,17.7808650932152,0.279768219631077,357.438740296762,1.10532706466547,526.840447206378,0.0119261634912368,0,81.5085713704429,17.7285173602522,0.172935798550227,578.249274229686,1.1085912167517,217.504945334878,0.028887551487649,0,135.75,6.64407626195151,0.421477743055632,237.260452414449,2.95920628938337,48.9434715429209,0.128376371947167,0,182.433099110921,17.7367470014867,0.146513384825614,682.531497849318,1.10807677936048,97.2232949389437,0.064626335808979,0,229.199756876628,17.7125386264212,0.143491455727623,696.905606629437,1.10959141769273,77.2799189135063,0.0813042430105536,0,299.800915143391,17.7569611059768,0.141937839711843,704.53376071537,1.10681521394707,59.2291757931556,0.106082605794181,0
18,2.39534707988379,2.18504627632755,45.7656211144745,8.23272788304345,133.074837771322,0.0472154271416563,0,34.5,9.31215680654461,0.551748138590181,181.242115751434,2.11088572529701,269.917588595496,0.0232781618266296,0,81.5131469726564,17.6285173602522,0.173933232409371,574.93325809434,1.11488063255799,216.265940096334,0.0290530506300751,0,136.5,6.16605944373458,0.458040432032651,218.321338044829,3.18884403105908,45.1725966573962,0.139092852129651,0,182.441735839844,17.6367470014867,0.147347798617469,678.666399758104,1.11436034245205,96.6705722256943,0.0649958427111655,0,229.210396321615,17.6125386264212,0.144307909342891,692.962710466474,1.11589222055197,76.8400513635876,0.0817696656324337,0,299.81467178762,17.6569611059768,0.142742606646119,700.561677761112,1.11308443590597,58.8929187511026,0.106688298702498,0
18.75,2.38545135632033,2.15532804926681,46.3966494724631,8.26711873831218,127.224072337084,0.0493867645623863,0,35.25,7.2337276028458,0.733006733242555,136.424394845101,2.71779989222235,205.212130577186,0.0306180014286061,0,81.5177958170575,17.5285173602522,0.174942339484287,571.616912719872,1.12124182412797,215.026880751165,0.0292204643681302,0,137.25,5.78739735642007,0.492582527226846,203.01166702559,3.39772343232843,42.1668295549732,0.149007771594214,0,182.450522104899,17.5367470014867,0.148191795935666,674.801188342524,1.1207155808509,96.1178230633069,0.0653696172773414,0,229.221218872071,17.5125386264212,0.145133718516325,689.019760688841,1.1222649947586,76.4001636174659,0.0822404692565761,0,299.828666194777,17.5569611059768,0.143556557846651,696.589563723181,1.11942508722001,58.5566461299312,0.107300976446599,0
19.5,2.37496561675702,2.12415601876403,47.0775211974244,8.30387613924959,121.793108551642,0.0515890051736008,0,36,6.20414063950707,0.8810550357315,113.500287660208,3.16925076498956,172.337239986308,0.0364586627224551,0,81.5225301106773,17.4285173602522,0.175963337837865,568.300199511681,1.12767602726639,213.787738636065,0.029389830058849,0,138,5.47868751762799,0.525678163264814,190.230462264084,3.58942047785378,39.7006341857101,0.15826410424046,0,182.459460957845,17.4367470014867,0.149045543048209,670.935862655451,1.12714372804942,95.5650472162427,0.0657477340325289,0,229.232230631511,17.4125386264212,0.14596904614147,685.0767518415,1.12871098062258,75.960254709608,0.082716748794483,0,299.842903890212,17.4569611059768,0.144379851571509,692.617417953718,1.12583839572475,58.2203576589182,0.107920761050446,0
20.25,2.3638749086853,2.09159664629267,47.8103654341045,8.34311289737924,116.734563391867,0.0538245496844627,0,36.75,5.57170024739827,1.01009156342014,99.0009258778515,3.52942293370069,151.610891085667,0.0414428360798255,0,81.5273376464846,17.3285173602522,0.176996427572328,564.983154584495,1.13418450631371,212.548549486449,0.0295611770692426,0,138.75,5.22145293726143,0.557776152288854,179.283390997708,3.76650222060297,37.6320932415238,0.166963481591469,0,182.468556976319,17.3367470014867,0.149909211082926,667.070417338681,1.13364604600878,95.0122436915896,0.0661302697742288,0,229.243431599935,17.3125386264212,0.146814055756912,681.133693122513,1.13523144712002,75.5203257323166,0.0831985991354231,0,299.857390554249,17.3569611059768,0.14521264973601,688.645239803799,1.13232561756095,57.8840530623394,0.108547777406202,0
21,2.35216684178837,2.05774450354561,48.5968981220431,8.38493956852088,112.007944847065,0.0560958895885341,0,37.5,5.13836892887868,1.12607776773145,88.8038134359546,3.82749408564675,137.023171436765,0.0458549108249127,0,81.5322428385419,17.2285173602522,0.178041848556489,561.665702815212,1.14076855497458,211.309253375623,0.0297345488037413,0,139.5,5.00342872847212,0.58924853007705,169.707678332136,3.93087998415209,35.8668726055349,0.175180740631676,0,182.477813212077,17.2367470014867,0.150782974075384,663.204851961632,1.14022382598508,94.4594123421131,0.0665173025259055,0,229.254840087891,17.2125386264212,0.14766892395361,677.190551150861,1.14182769272629,75.0803717811248,0.0836861240577818,0,299.872132040064,17.2569611059768,0.146055118025749,684.673028591649,1.13888803799499,57.5477320569129,0.10918215336385,0
21.75,2.33983242161467,2.02272547896655,49.4382460891785,8.42946158477821,107.578502143203,0.0584055845917591,0,38.25,4.82096375424924,1.23207449896137,81.163923191576,4.07990420878781,126.038268084948,0.0498514094381623,0,81.5372212727867,17.1285173602522,0.179099799628728,558.347916677176,1.14742949717534,210.069917675364,0.0299099717689681,0,140.25,4.81611597898016,0.6204192062144,161.181341580587,4.08401789846828,34.3395078715163,0.182972491355688,0,182.487232716878,17.1367470014867,0.151667010106215,659.339166308932,1.14687838938444,93.9065530577344,0.0669089121322197,0,229.266443888347,17.1125386264212,0.148533815833389,673.247364170394,1.14850104627825,74.6403980285707,0.0841794185606369,0,299.887134373685,17.1569611059768,0.146907426003818,680.700783617302,1.14552697226805,57.211394352776,0.109824019817387,0
22.5,2.32686706724906,1.98669937809255,50.3347416839739,8.47677546995089,103.416314099958,0.0607562294388726,0,39,4.57770900473266,1.3298418626258,75.1969108586703,4.29710318753896,117.377153967504,0.0535298829013956,0,81.5422973632814,17.0285173602522,0.18017053158236,555.029721685024,1.15416868795178,208.83048320785,0.0300874911107968,0,141,4.65341821332694,0.651581526897489,153.472736521784,4.22706290185519,33.0029660519641,0.190382443120007,0,182.496821594238,17.0367470014867,0.152561503534418,655.473351292976,1.15361108864816,93.353664204443,0.0673051814379724,0,229.278255208334,17.0125386264212,0.149408912870816,669.304113647246,1.1552528678669,74.2004016515335,0.0846785888934569,0,299.902403762937,17.0569611059768,0.147769747226558,676.728504155059,1.15224376647506,56.8750396527658,0.110473510797351,0
23.25,2.31327168336707,1.94986139905382,51.2856965364439,8.52696450982756,99.4955562738525,0.0631504113599374,0,39.75,4.38505926434379,1.42047730346721,70.3988720945506,4.48626729995147,110.315956335693,0.0569562692096851,0,81.5474711100262,16.9285173602522,0.181254277662367,551.711117054439,1.16098751436835,207.590954444336,0.030267143980324,0,141.75,4.51083550252983,0.683009267446138,146.410897723121,4.36093048695415,31.8224726809865,0.197444911656212,0,182.506582895915,16.9367470014867,0.153466640925881,651.607407295089,1.16042330816936,92.8007457744462,0.0677061941123941,0,229.290280151368,16.9125386264212,0.150294397635047,665.360795701948,1.16208454976181,73.7603818847281,0.0851837415511064,0,299.917946594457,16.9569611059768,0.148642259356757,672.756189476304,1.1590397984749,56.5386676540089,0.111130763562202,0
24,2.29905377919114,1.91244208017042,52.2891652703485,8.58009381716919,95.7939074662976,0.0655906567898397,0,40.5,4.2286226668245,1.50471549775933,66.457745765834,4.65259456955706,104.410436217889,0.0601777517150442,0,81.5527303059898,16.8285173602522,0.182351265013753,548.392137517982,1.16788739647015,206.351366742852,0.0304489638540144,0,142.5,4.38496553176988,0.714963153337354,139.867347755214,4.48636339441042,30.7716879422447,0.204187216475498,0,182.516519673665,16.8367470014867,0.154382613260227,647.741334909521,1.16731646524219,92.2477977970998,0.068112035812492,0,229.302518717448,16.8125386264212,0.151190453825878,661.417420673711,1.16899751736847,73.3203399616292,0.0856949832811436,0,299.933769451579,16.8569611059768,0.149525144292241,668.783838820806,1.1659164788329,56.202278045581,0.11179591870073,0
