SSH0 f (kHz),SSH0 Phase velocity (m/ms),SSH0 Energy velocity (m/ms),SSH0 Propagation time (micsec),SSH0 Coincidence angle (deg),SSH0 Wavelength (mm),SSH0 Wavenumber (rad/mm),SSH0 Attenuation (Np/m),SSH1 f (kHz),SSH1 Phase velocity (m/ms),SSH1 Energy velocity (m/ms),SSH1 Propagation time (micsec),SSH1 Coincidence angle (deg),SSH1 Wavelength (mm),SSH1 Wavenumber (rad/mm),SSH1 Attenuation (Np/m),SSH2 f (kHz),SSH2 Phase velocity (m/ms),SSH2 Energy velocity (m/ms),SSH2 Propagation time (micsec),SSH2 Coincidence angle (deg),SSH2 Wavelength (mm),SSH2 Wavenumber (rad/mm),SSH2 Attenuation (Np/m),SSH3 f (kHz),SSH3 Phase velocity (m/ms),SSH3 Energy velocity (m/ms),SSH3 Propagation time (micsec),SSH3 Coincidence angle (deg),SSH3 Wavelength (mm),SSH3 Wavenumber (rad/mm),SSH3 Attenuation (Np/m)
54,3.10364664249502,3.10364664249502,32.2201627694351,6.34501303005411,57.4749378239818,0.109320436786238,0,1570.80706088431,20.0236820134235,0.481061498829887,207.8736299688,0.981508474851493,12.7473847756649,0.492899949107551,0,3141.61412176862,20.0236820134237,0.481061498829882,207.873629968801,0.981508474851487,6.37369238783248,0.985799898215096,0,4741.2,16.3948351881248,0.587540061912163,170.201159857164,1.19878523134491,3.45795055853473,1.81702577894637,0
59.4,3.10364664249502,3.10364664249502,32.2201627694351,6.34501303005411,52.249943476347,0.120252480464862,0,1571.00165973544,19.9236820134235,0.483476019893342,206.83549107991,0.986435301225921,12.682152109743,0.495435258370114,0,3142.00331947089,19.9236820134237,0.483476019893338,206.835491079912,0.986435301225915,6.34107605487152,0.990870516740221,0,4746.6,15.9152107527722,0.605246303747045,165.221992073154,1.23491761093949,3.35297070593102,1.87391595639811,0
64.8,3.10364664249502,3.10364664249502,32.2201627694351,6.34501303005411,47.8957815199848,0.131184524143486,0,1571.19928494953,19.8236820134236,0.485914900922437,205.797352191022,0.991411841476825,12.6169113003767,0.497997105439901,0,3142.39856989906,19.8236820134237,0.48591490092243,205.797352191024,0.991411841476818,6.30845565018841,0.995994210879795,0,4752,15.4767956041036,0.622391270639803,160.670633920046,1.26990508842111,3.25690143183999,1.92919111575013,0
70.2,3.10364664249502,3.10364664249502,32.2201627694351,6.34501303005411,44.2114906338321,0.14211656782211,0,1571.4,19.7236820134235,0.488378512435701,204.759213302133,0.996438851910676,12.5516622205826,0.500585914180849,0,3142.8,19.7236820134237,0.488378512435698,204.759213302134,0.996438851910669,6.27583111029136,1.00117182836169,0,4757.4,15.0740454123371,0.639020396846284,156.489527554243,1.30384034986295,3.16854698203579,1.98298631606297,0
75.6,3.10364664249502,3.10364664249502,32.2201627694351,6.34501303005411,41.0535270171298,0.153048611500734,0,1576.8,17.5067245273141,0.550224141954236,181.744115488697,1.12263775408838,11.102691861564,0.565915490182261,0,3148.2,18.5135714946471,0.520300606733588,192.19658540818,1.06157673733375,5.88068467525796,1.0684445186485,0,4762.8,14.7024059334887,0.655173209408516,152.631393597853,1.33680403011269,3.08692490415064,2.03541890466182,0
81,3.10364664249502,3.10364664249502,32.2201627694351,6.34501303005411,38.3166252159878,0.163980655179358,0,1582.2,15.9152107527722,0.605246303747043,165.221992073154,1.23491761093948,10.0589121177931,0.624638652132703,0,3153.6,17.5067245273142,0.550224141954234,181.744115488698,1.12263775408838,5.55134593078202,1.13183098036452,0,4768.2,14.3580967716397,0.670884354289704,149.056986290692,1.36886680622971,3.01121948987872,2.08659160459693,0
86.4,3.10364664249502,3.10364664249502,32.2201627694351,6.34501303005411,35.9218361399886,0.174912698857982,0,1587.6,14.7024059334887,0.655173209408516,152.631393597853,1.3368040301127,9.26077471245191,0.678472968220607,0,3159,16.6521746627811,0.578460331850845,172.872701020033,1.18025679569447,5.2713436729285,1.19195136895503,0,4773.6,14.0379501882758,0.686184403867992,145.733420107342,1.40009104486442,2.9407470647469,2.13659494299975,0
91.8,3.10364664249502,3.10364664249502,32.2201627694351,6.34501303005411,33.8087869552834,0.185844742536605,0,1593,13.7392891301882,0.701100500192954,142.632903517368,1.43053211457203,8.624789158938,0.728503061511739,0,3164.4,15.9152107527723,0.605246303747041,165.221992073155,1.23491761093948,5.02945605889656,1.2492773042654,0,4779,13.7392891301882,0.701100500192954,142.632903517368,1.43053211457203,2.874929719646,2.18550918453522,0
97.2,3.10364664249502,3.10364664249502,32.2201627694351,6.34501303005411,31.9305210133232,0.196776786215229,0,1598.4,12.9509853222192,0.743775260477246,134.44921512425,1.5176258848504,8.10246829468169,0.775465583901606,0,3169.8,15.2712673836753,0.630767718190024,158.536965536138,1.28699895105338,4.81773846415398,1.30417733422625,0,4784.4,13.4598336767218,0.715656873095674,139.731767777812,1.46023944281144,2.81327516025453,2.23340588789442,0
102.6,3.10364664249502,3.10364664249502,32.2201627694351,6.34501303005411,30.2499672757799,0.207708829893853,0,1603.8,12.2906722591918,0.783734386397512,127.594248428548,1.59918056604152,7.66346942211732,0.819887829009386,0,3175.2,14.7024059334887,0.655173209408513,152.631393597854,1.33680403011269,4.63038735622596,1.35694593644121,0,4789.8,13.1976283989352,0.729875261698361,137.009712820391,1.48925737586708,2.75536105869457,2.28034917142816,0
