A0 f (kHz),A0 Phase velocity (m/ms),A0 Energy velocity (m/ms),A0 Propagation time (micsec),A0 Coincidence angle (deg),A0 Wavelength (mm),A0 Wavenumber (rad/mm),A0 Attenuation (Np/m),A1 f (kHz),A1 Phase velocity (m/ms),A1 Energy velocity (m/ms),A1 Propagation time (micsec),A1 Coincidence angle (deg),A1 Wavelength (mm),A1 Wavenumber (rad/mm),A1 Attenuation (Np/m),A2 f (kHz),A2 Phase velocity (m/ms),A2 Energy velocity (m/ms),A2 Propagation time (micsec),A2 Coincidence angle (deg),A2 Wavelength (mm),A2 Wavenumber (rad/mm),A2 Attenuation (Np/m),A3 f (kHz),A3 Phase velocity (m/ms),A3 Energy velocity (m/ms),A3 Propagation time (micsec),A3 Coincidence angle (deg),A3 Wavelength (mm),A3 Wavenumber (rad/mm),A3 Attenuation (Np/m),A4 f (kHz),A4 Phase velocity (m/ms),A4 Energy velocity (m/ms),A4 Propagation time (micsec),A4 Coincidence angle (deg),A4 Wavelength (mm),A4 Wavenumber (rad/mm),A4 Attenuation (Np/m)
761.4,2.5443724657186,3.13414287340305,31.9066500919979,7.74747753511833,3.34170273932046,1.88023465799274,0,1522.8,5.86504256467086,3.56171759277711,28.0763416512282,3.35269042656495,3.85148579240272,1.63136660651158,0,2937.6,6.27291386900171,3.35836564750594,29.776388426991,3.13446971662445,2.1353873464739,2.94241010538666,0,3963.6,7.86981502451317,2.30696376102682,43.3470181410611,2.49798496663948,1.98552200638641,3.16450046233172,0,4687.2,8.61294231627094,3.33773156742893,29.960468054365,2.28233859517161,1.83754529703681,3.41933628374317,0
766.8,2.54774777922062,3.13374509943728,31.9107000814958,7.73715061197923,3.32257143873321,1.89106101194175,0,1528.2,5.85163921881538,3.55507857594841,28.1287734894362,3.36037866643957,3.82910562676049,1.64090153671088,0,2943,6.2629598031026,3.36426376383654,29.7241854443547,3.13945648918638,2.128086919165,2.95250407800303,0,3969,7.84412872345723,2.31309980285606,43.2320299697086,2.50617005404517,1.97634888472089,3.17918832841445,0,4692.6,8.59733405569538,3.34504315855097,29.8949805010345,2.28648432694466,1.83210460207462,3.42949048873339,0
772.2,2.5510827874978,3.13333260782063,31.9149010068084,7.72697409126318,3.30365551346517,1.90188876581421,0,1533.6,5.83832689416379,3.54827156089795,28.1827358148127,3.36804969817521,3.8069424192513,1.65045451578311,0,2948.4,6.25311017103542,3.36993562375027,29.6741573623041,3.14440659368371,2.12084865385817,2.96258070831667,0,3974.4,7.81877529599229,2.31941201844923,43.1143751970642,2.51430185858241,1.96728444444251,3.19383672499893,0,4698,8.58187290010495,3.35225776820048,29.8306415898563,2.29060586538936,1.82670772671455,3.43962266940224,0
777.6,2.55437810030493,3.13290592084582,31.9192476654397,7.71694503863877,3.2849512606802,1.91271797009206,0,1539,5.82510262311374,3.54129673539806,28.2382436355646,3.37570476525507,3.78499195783869,1.6600260653572,0,2953.8,6.24336220164624,3.37538358830278,29.6262624332668,3.1493210068223,2.11367127146261,2.97264072801244,0,3979.8,7.79375140339951,2.32589745065343,42.9941569315131,2.52237989822356,1.9583274042413,3.20844476443092,0,4703.4,8.56655629706262,3.35937641106812,29.7674293569874,2.29470355101368,1.82135397734886,3.44973321239033,0
783,2.55763431681196,3.13246553976722,31.923735067627,7.7070605908269,3.26645506617109,1.9235486727649,0,1544.4,5.81196349674551,3.53415430683786,28.295312348564,3.38334510546666,3.76325012739284,1.66961671281004,0,2959.2,6.23371320696412,3.3806100158009,29.5804601928652,3.15420068160651,2.10655353033392,2.98268485310393,0,3985.2,7.76905367867989,2.33255297860539,42.8714806982815,2.5304037215336,1.9494764826558,3.22301159469229,0,4708.8,8.55138175628641,3.36640008248015,29.7053224661064,2.29877771739222,1.81604267675128,3.45982249625301,0
788.4,2.56085202313978,3.13201196036963,31.9283582774692,7.69731796159109,3.24816339819861,1.93438092143522,0,1549.8,5.7989066668509,3.52684449336573,28.3539578192653,3.39097194899879,3.74171290931146,1.67922699027591,0,2964.6,6.22416057271932,3.38561719477198,29.5367119928439,3.15904655133562,2.09949422273471,2.99271378751182,0,3990.6,7.74467872757011,2.33937532613991,42.7464540993536,2.53837290793592,1.9407303983286,3.23753640000219,0,4714.2,8.53634684614731,3.37332975903331,29.6443001850661,2.30282869177472,1.81077316324028,3.46989089231706,0
793.8,2.56403179556319,3.13154565725336,31.933112572821,7.68771443057057,3.23007280872158,1.94521476117016,0,1555.2,5.78592934136074,3.51936753413019,28.4141963094841,3.39858652039492,3.72037637690376,1.68885743555029,0,2970,6.21470175887352,3.39040737934018,29.494980635472,3.16385952859936,2.09249217470489,3.0027282219422,0,3996,7.72062312959259,2.34636107044965,42.619186475352,2.54628706793931,1.93208787026841,3.25201840137152,0,4719.6,8.52144919218532,3.38016639868889,29.5843423681119,2.3068567951705,1.80554479027573,3.4799387647537,0
799.2,2.56717419974504,3.1310670899679,31.9379933826411,7.67824734425122,3.2121799296109,1.9560502353119,0,1560.6,5.77302878397724,3.51172368807503,28.4760444962045,3.40619003810064,3.69923669356481,1.69850859181566,0,2975.4,6.20533429772913,3.39498281111194,29.4552301333295,3.16864050551764,2.08554624511969,3.01272883393626,0,4001.4,7.69688343838369,2.35350665259577,42.4897885415817,2.55414584357648,1.92354761792965,3.26645685743008,0,4725,8.50668647194024,3.3869109420621,29.5254294283616,2.31086234344543,1.80035692527836,3.48996647218058,0
804.6,2.57027978908583,3.13057671376041,31.9429961771744,7.66891411960238,3.19448146791676,1.96688738697773,0,1566,5.7602023113987,3.50391323942581,28.5395194363851,3.41378371545153,3.67829010945,1.70818100808234,0,2980.8,6.19605578741726,3.39934565873249,29.4174261870407,3.17339035637841,2.07865532320762,3.02271629020432,0,4006.8,7.67345618358495,2.36080838518341,42.358372084582,2.56194890830088,1.91510836168138,3.28085106456495,0,4730.4,8.49205642015698,3.39356431047216,29.4675423393071,2.31484564562082,1.79520895065047,3.49997436504701,0
810,2.57334910965658,3.13007495452818,31.9481167233178,7.65971222797349,3.17697420945256,1.97772625553113,0,1571.4,5.74744729143278,3.49593650090209,28.6046385494118,3.42136876118075,3.65753295878375,1.71787523939879,0,2986.2,6.18686389264269,3.40349806788788,29.381535703958,3.17810993661431,2.07181832852545,3.03269124549711,0,4012.2,7.65033787490805,2.36826245519813,42.2250497534632,2.56969596611401,1.90676882381438,3.29520035607172,0,4735.8,8.47755681908656,3.40012740872522,29.4106625955797,2.31880700622419,1.7901002616425,3.50996278913141,0
815.4,2.57638269479126,3.12956223985785,31.9533507678512,7.6506392101365,3.15965500955514,1.98856688093433,0,1576.8,5.73476114276523,3.4877938133098,28.6714196287605,3.428946378971,3.63696165827323,1.72759184658623,0,2991.6,6.17775634134733,3.40744215318455,29.347526826403,3.18280008388737,2.06503420956924,3.04265434347949,0,4017.6,7.62752499662318,2.37586494817302,42.0899344791873,2.57738675386584,1.89852772715631,3.30950410536843,0,4741.2,8.46318550462497,3.40660112283388,29.3547722184781,2.32274672334746,1.78503026757466,3.51993208256162,0
820.8,2.5793810690393,3.12903897921656,31.9586942394171,7.64169266324119,3.14252079561318,1.99940930095057,0,1582.2,5.72214133315439,3.47948554935645,28.7398808190181,3.43651776796204,3.61657270455972,1.73733139645108,0,2997,6.16873092208045,3.41117999969133,29.3153688779392,3.18746161884798,2.05830194263612,3.05260621730384,0,4023,7.60501401677773,2.3836118402033,41.9531394807432,2.58502103859556,1.89038379735962,3.32376172286051,0,4746.6,8.44894035956993,3.41298632193811,29.2998537255238,2.32666509022225,1.77999839033623,3.52988257814815,0
826.2,2.58234474743082,3.12850556954568,31.9641431913839,7.63287024191394,3.12556856382332,2.01025355191497,0,1587.6,5.70958537689327,3.47101211915802,28.8100405780944,3.44408412373414,3.59636267126056,1.74709446224378,0,3002.4,6.15978548147247,3.41471362266415,29.2850326704646,3.19209534587293,2.0516205307329,3.06254749017111,0,4028.4,7.58280138463414,2.39149901593699,41.8147778165905,2.59259861877593,1.88233576224658,3.33797265780073,0,4752,8.43481931339517,3.4192838581433,29.2458901187282,2.33056239503294,1.77500406426666,3.53981460305865,0
831.6,2.58527423567381,3.1279623957411,31.9696937968806,7.62416965659748,3.10879537719313,2.02109966878957,0,1593,5.69709083391837,3.46237397209408,28.8819176686217,3.45164663833821,3.57632820710506,1.75688162364316,0,3007.8,6.15091792292694,3.41804505298814,29.2564897330939,3.19670205320084,2.04498900290144,3.07247877532103,0,4033.8,7.56088353253054,2.39952227722303,41.6749621160968,2.60011932405052,1.87438235225607,3.35213639822042,0,4757.4,8.42082034378469,3.42549456568285,29.1928648790793,2.33443892024471,1.77004673640743,3.54972847775322,0
837,2.58817002947357,3.12740983574411,31.975342296705,7.61558867453128,3.09219836257296,2.03194768590184,0,1598.4,5.68465531051482,3.45357159568632,28.9555311738447,3.45920649937223,3.55646603510687,1.76669346625456,0,3013.2,6.14212620480229,3.42117621639165,29.2297133134729,3.20128251335347,2.03840641338188,3.08240067629853,0,4039.2,7.53925688113504,2.40767734304341,41.5338044729846,2.60758301375842,1.86652230172684,3.36625246929362,0,4762.8,8.4069414693227,3.4316192632641,29.1407619343183,2.3382949443862,1.76512586489517,3.55962451864743,0
842.4,2.59103261648708,3.12684825155897,31.9810850910794,7.60712511295723,3.07577471092959,2.04279763561767,0,1603.8,5.67227645534795,3.44460552478635,29.0309004268936,3.46676489191121,3.53677294883898,1.77653058255893,0,3018.6,6.13340833701063,3.42410908402011,29.2046770550294,3.20583748440908,2.03187184026059,3.09231378804568,0,4044.6,7.51791783766765,2.41595986667719,41.3914160492806,2.61498957782861,1.8587543484319,3.38032043474722,0,4768.2,8.393180754641,3.43765875196539,29.0895656652446,2.34213074039593,1.7602409199784,3.56950303555986,0
847.8,2.59386247561332,3.12627799445814,31.9869186864594,7.59877684028519,3.05952167446723,2.05364954908309,0,1609.2,5.65995195869988,3.43547634377593,29.1080449967792,3.47432299853523,3.51724581077547,1.78639357190514,0,3024,6.12476237938744,3.42684557360568,29.1813558131193,3.21036771038405,2.02538438471807,3.10221869714583,0,4050,7.49686279965678,2.42436543931179,41.2479069279205,2.62233893574281,1.85107723448316,3.39433989578178,0,4773.6,8.37953630499799,3.44361381695751,29.0392608798253,2.34594657690265,1.75539138281339,3.57936433361627,0
853.2,2.59666007632951,3.12569940981013,31.9928396461112,7.59054177712552,3.04343656391176,2.06450345694202,0,1614.6,5.64767955405038,3.42618468447334,29.1869847101869,3.48188199792742,3.49788155211841,1.79628303976569,0,3029.4,6.11618644228435,3.42938753386781,29.1597257563993,3.2148739204658,2.0189431710188,3.11211598096095,0,4055.4,7.47608815720569,2.43288959698016,41.1033859177685,2.62963103596336,1.84348970686139,3.40831049058415,0,4779,8.36600626619506,3.44948522732127,28.9898328040257,2.34974271803682,1.75057674538503,3.58920871292485,0
858.6,2.59942588057267,3.12511282845005,31.9988446783845,7.58241788985785,3.02751674886172,2.07535938803375,0,1620,5.63545701503115,3.41673123377373,29.2677395902608,3.48944306631909,3.47867716977231,1.8061995984499,0,3034.8,6.10767868176388,3.43173681578279,29.139763731325,3.21935683109518,2.01254734472251,3.12200620952145,0,4060.8,7.45559029517818,2.44152782748149,40.9579603699021,2.6368658553483,1.83599051792213,3.42223189381748,0,4784.4,8.35258882448268,3.45527373583607,28.9412670732448,2.3535194232472,1.74579651042611,3.59903646825712,0
864,2.6021603412239,3.12451857592321,32.0049305421245,7.57440319424593,3.01175965419432,2.08621737077503,0,1625.4,5.62328215399142,3.40711673792176,29.3503298219823,3.49700737798495,3.45962972437026,1.81614386733924,0,3040.2,6.09923729977262,3.43389523003933,29.1214475984041,3.22381714546301,2.00619607255201,3.13188994492795,0,4066.2,7.43536559273905,2.45027558494138,40.8117358776165,2.64404339946806,1.82857842524693,3.43610381727605,0,4789.8,8.33928220393773,3.46098007977233,28.8935497157146,2.35727694783448,1.74105019080916,3.60884788982415,0
869.4,2.60486390475822,3.12391695984234,32.0110941761547,7.56649574685176,2.99616276139662,2.09707743121764,0,1630.8,5.61115282137122,3.39734200536014,29.434775728268,3.50457610526059,3.44073633883445,1.82611647287918,0,3045.6,6.09086054166065,3.43586456267124,29.1047560740445,3.2282555544188,1.99988854139107,3.14176774212085,0,4071.6,7.41541043058098,2.45912828188885,40.6648163645982,2.6511637001631,1.82125219338368,3.44992600695577,0,4795.2,8.32608466476911,3.46660498137979,28.8466671389244,2.36101554323726,1.73633730913603,3.61864326367897,0
874.8,2.60753700811121,3.12330828745995,32.017332519335,7.55869365343485,2.98072360323641,2.10793959572683,0,1636.2,5.59906690738188,3.38740790560941,29.5210977793386,3.51215041712528,3.42199419837543,1.83611804782208,0,3051,6.08254669588944,3.43764656332091,29.0896688062649,3.23267273624223,1.9936239580103,3.15164014855158,0,4077,7.395721188365,2.46808130930696,40.5173037139851,2.65822681652484,1.81401059317268,3.46369824455677,0,4800.6,8.31299450663615,3.47214914628931,28.8006061337746,2.36473545590169,1.7316573983744,3.62842286994988,0
880.2,2.6101800805058,3.12269285722727,32.0236425969837,7.55099506282881,2.96543976426471,2.11880388969476,0,1641.6,5.58702233762515,3.37731537965015,29.6093165010722,3.51973148158479,3.40340054679895,1.84614923244612,0,3056.4,6.07429409062568,3.4392429642255,29.0761661912768,3.2370693580835,1.98740154777702,3.16150770547983,0,4082.4,7.37629424915712,2.47713003611558,40.369297752657,2.66523283336311,1.80685240279177,3.47742034571913,0,4806,8.30001006117053,3.47761326639941,28.7553538417273,2.3684369292172,1.72701000024356,3.63818698576933,0
885.6,2.6127935459712,3.12207094691927,32.030021642742,7.54339815889829,2.9503088820813,2.12967033565214,0,1647,5.57501707559504,3.36706543764233,29.6994524911941,3.5273204637692,3.38495268706439,1.85621067354673,0,3061.8,6.06610109459077,3.44065546157393,29.0642295099943,3.24144607516174,1.98122055476869,3.17137094709436,0,4087.8,7.35712600058196,2.48626981803869,40.2208960887784,2.67218186080363,1.79977640799011,3.49109215971794,0,4811.4,8.28712969535251,3.48299801829525,28.7108977595529,2.37212020238488,1.72239466586701,3.64793588350833,0
891,2.61537781793736,3.12144284268042,32.0364668007596,7.53590117557191,2.93532863966034,2.14053895781381,0,1652.4,5.56304911989972,3.35665916652424,29.7915263477728,3.53491852735307,3.36664797863697,1.86630302516018,0,3067.2,6.0579661132626,3.44188573469739,29.0538407454692,3.24580353245339,1.97508024036991,3.18123040206347,0,4093.2,7.33821283654303,2.49549600467547,40.0721939897493,2.67907403365314,1.79278140245848,3.5047135688508,0,4816.8,8.27435181071097,3.48830406335205,28.6672257302897,2.37578551046874,1.71781095555368,3.65766983081931,0
896.4,2.61793330568653,3.12080880675793,32.0429754567008,7.52850237741301,2.92049677118087,2.15140977698772,0,1657.8,5.55111650379859,3.34609773342159,29.8855586318287,3.54252683454533,3.34848383628821,1.87642694854531,0,3072.6,6.04988759081212,3.44293542595913,29.0449827336341,3.25014236333364,1.96897988375061,3.19108659211442,0,4098.6,7.31955116123678,2.50480393823332,39.9232844030625,2.68590950989131,1.78586618875635,3.5182844866754,0,4822.2,8.26167483934609,3.49353204929262,28.6243259225998,2.37943308536811,1.71325843792171,3.66738909209837,0
901.8,2.62046040902979,3.12016910594884,32.0495449459269,7.52120007442479,2.90581105459059,2.16228281506929,0,1663.2,5.53921729700988,3.33538238543097,29.9815698604161,3.55014654463358,3.33045773028492,1.88658311139774,0,3078,6.04186400539901,3.44380616298524,29.03763895739,3.25446319178625,1.96291878018162,3.20094003410485,0,4104,7.30113738943299,2.51418896425002,39.7742577912516,2.6926884704845,1.77902957832188,3.53180485796441,0,4827.6,8.24909724723955,3.49868260852256,28.5821868369559,2.38306315470571,1.70873669053765,3.67709392674339,0
907.2,2.62295952156555,3.11952399580277,32.0561727156281,7.51399261196789,2.891269313895,2.17315809253173,0,1668.6,5.52734960304929,3.32451445726051,30.0795804276341,3.55777881538207,3.31256718389625,1.89677218856865,0,3083.4,6.03389387015256,3.44449954616079,29.0317936350026,3.25876663158382,1.95689624121183,3.21079123913522,0,4109.4,7.28296794676616,2.52364644287765,39.62520197004,2.6994111191821,1.77227039148444,3.54527465863538,0,4833,8.23661752797988,3.50375636080009,28.5407972765449,2.38667594347835,1.70424529856815,3.68678459166559,0
912.6,2.62543103153006,3.11887371731547,32.0628563589531,7.50687836773097,2.87686941872678,2.18403562785284,0,1674,5.51551155811758,3.31349537611553,30.1796105468636,3.56542480347452,3.2948097718743,1.9069948622877,0,3088.8,6.02597573187502,3.4450171513593,29.0274316807227,3.26305328669814,1.95091159410613,3.22064071286552,0,4114.8,7.26503927515265,2.53317174086802,39.4762022592806,2.70607768038882,1.76558745872282,3.55869389315027,0,4838.4,8.22423420687601,3.50875391119423,28.5001463570765,2.39027167272071,1.6997838555878,3.69646133920175,0
918,2.62787531892222,3.11821851251565,32.0695934549257,7.49985575944097,2.86260927987169,2.1949154400356,0,1679.4,5.50370133521447,3.30232665828227,30.2816802660025,3.57308566158155,3.27718312207602,1.91725182058161,0,3094.2,6.01810816904576,3.44536053475752,29.0245386487652,3.26732375210495,1.9449641810632,3.23048895622588,0,4120.2,7.24734783338739,2.54276023995099,39.3273413784099,2.71268839877369,1.7589796207435,3.57206259417818,0,4843.8,8.21194583870367,3.51367585092401,28.4602234932122,2.3938505600057,1.69535196306695,3.70612441785427,0
923.4,2.63029275716031,3.11755861688185,32.0763816463598,7.49292323951244,2.84848684985955,2.20579754738534,0,1684.8,5.49191713788298,3.29100992272996,30.3858093253781,3.58076254213198,3.25968491089921,1.9275437592667,0,3099.6,6.0102897911222,3.44553123162918,29.023100728858,3.2715786139025,1.93905335885992,3.24033646545644,0,4125.6,7.22989009661088,2.55240735017097,39.1786992751379,2.71924353928912,1.75244572828458,3.58538082279444,0,4849.2,8.19975100552979,3.5185227582392,28.4210183850122,2.39741281993477,1.69094922987911,3.71577407302097,0
928.8,2.63268371537418,3.11689424868107,32.0832187496626,7.48607928795088,2.83450012421854,2.21668196571762,0,1690.2,5.48015720511796,3.27954688669786,30.4920171763999,3.58845659387225,3.24231286541117,1.93787138009052,0,3105,6.0025192385984,3.44553075352037,29.0231047561621,3.27581844902527,1.93317849874345,3.25018373174728,0,4131,7.21266255965067,2.56210850785823,39.0303532006121,2.72574338572237,1.74598464285903,3.59864866674367,0,4854.6,8.18764831690126,3.5232951981896,28.382521013676,2.40095866394679,1.6865752722987,3.72541054667308,0
934.2,2.63504855416306,3.11622563124936,32.0901025256981,7.4793224239961,2.82064713569156,2.22756871204277,0,1695.6,5.46841980741862,3.26793937556567,30.6003228663599,3.59616896417741,3.22506476021386,1.94823539195006,0,3110.4,5.99479518111915,3.44536059292229,29.0245381587713,3.28004382602524,1.92733898569932,3.26003124193526,0,4136.4,7.1956617406964,2.57185917031553,38.8823778355373,2.73218823907633,1.73959523757287,3.6118662384625,0,4860,8.17563641001915,3.52799372236803,28.3447216376788,2.40448830013115,1.68222971399571,3.73503407703783,0
939.6,2.63738763004452,3.11555297139728,32.0970309020782,7.47265119288323,2.80692595790179,2.238457800959,0,1701,5.45670325099262,3.25618932006716,30.7107450367589,3.60390079604074,3.20793841916086,1.95863650924545,0,3115.8,5.98711631468739,3.44502222936807,29.0273888939008,3.28425530636991,1.9215342174361,3.26987947972284,0,4141.8,7.17888417782612,2.58165484074907,38.7348449612981,2.73857841863319,1.73327639621085,3.62503367663424,0,4865.4,8.16371394764376,3.53261886979918,28.3076107798984,2.40800193371049,1.67791218556414,3.74464489931998,0
945,2.63970129060505,3.11487648453906,32.1040017144686,7.46606417920461,2.79333469905296,2.24934924887799,0,1706.4,5.44500587168695,3.24429876929733,30.8233017705884,3.61165323181742,3.19093171102142,1.96907545388,0,3121.2,5.97948136568451,3.44451711514352,29.031645556458,3.28845344201575,1.91576360556341,3.27972892319967,0,4147.2,7.16232643521304,2.59149105131089,38.5878237740453,2.744914259336,1.72702701466364,3.63815114287794,0,4870.8,8.15187961756301,3.53717116708175,28.2711792210221,2.41149976707239,1.67362232437444,3.75424324572636,0
950.4,2.64198988163777,3.11419635977207,32.1110130664076,7.45955998610101,2.77987150845725,2.26024306809295,0,1711.8,5.43332604218104,3.23226988370578,30.9380106234664,3.61942740822775,3.17404255297409,1.97955295252492,0,3126.6,5.97188908522141,3.4438466910432,29.0372972351183,3.29263877828727,1.91002657366513,3.28958004763402,0,4152.6,7.14598510116035,2.60136338112516,38.4413806719872,2.75119611224705,1.72084600037575,3.65121882249059,0,4876.2,8.14013213207381,3.54165112852695,28.2354179931867,2.41498199980074,1.66935977442964,3.76382934549044,0
955.8,2.64425373957711,3.11351279842854,32.1180629321557,7.45313725635735,2.76653456745879,2.27113927332961,0,1717.2,5.42166216599808,3.22010494793572,31.054888463839,3.62722446006955,3.15726890635807,1.99006973860433,0,3132,5.96433824840525,3.44301238552228,29.0443335087889,3.29681185408609,1.90432255696209,3.29943332562472,0,4158,7.12985679239719,2.61126744528811,38.2955794820804,2.75742434259836,1.7147322733038,3.66423692199698,0,4881.6,8.1284702296817,3.54605925509261,28.2003183833961,2.4184488280502,1.66512418667685,3.77340342387265,0
961.2,2.64649319783558,3.11282598323062,32.1251494746956,7.44679465394733,2.75332209512649,2.28203787646244,0,1722.6,5.41001268181506,3.20780636837897,31.1739514534769,3.63504551710641,3.14060877848314,2.00062655056777,0,3137.4,5.95682766024464,3.44201559896908,29.0527445691853,3.30097319842559,1.89865100409404,3.3092892235757,0,4163.4,7.11393815203681,2.62119891330039,38.1504812521414,2.76359933025652,1.70868476534486,3.67720566988929,0,4887,8.1168926694339,3.55039603728228,28.1658719055317,2.42190044611197,1.66091521780927,3.78296570457524,0
966.6,2.64870858279503,3.11213609894779,32.1322708328244,7.44053087500225,2.740232343053,2.2929388900575,0,1728,5.39837606121682,3.19537668038678,31.2952149315604,3.64289170531269,3.12406022061158,2.01122413253274,0,3142.8,5.94935614447914,3.44085773060717,29.0625209843693,3.3051233364151,1.89301137345015,3.31914820761379,0,4168.8,7.09822585288922,2.63115350137586,38.0061444334999,2.76972146811362,1.70270242105383,3.69012531461065,0,4892.4,8.10539823559537,3.55466195250244,28.132070316729,2.4253370449126,1.65673253119029,3.79251640738013,0
972,2.65090021661664,3.11144331917525,32.1394252576347,7.43434463944465,2.72726359734222,2.30384232506997,0,1733.4,5.38675081014135,3.18281855011407,31.4186933453734,3.65076414565373,3.10762132810739,2.02186323357685,0,3148.2,5.9419225514118,3.43954015819213,29.0736538609165,3.30926278474459,1.88740313557328,3.32901073901794,0,4174.2,7.08271659686506,2.64112698365226,37.8626247881939,2.77579116197324,1.69678419741868,3.70299612451495,0,4897.8,8.09398573351899,3.5588574671801,28.0989055960243,2.42875881313353,1.6525757959735,3.80205574987155,0
977.4,2.65306841402684,3.11074782284198,32.1466109421368,7.42823469967542,2.71441417436755,2.31474819374002,0,1738.8,5.37513546889837,3.17013477841818,31.5444001563547,3.65866395381404,3.09129023976212,2.03254460754325,0,3153.6,5.93452575251703,3.43806425000026,29.0861347341,3.31339205449767,1.88182577134609,3.33887727697828,0,4179.6,7.06740711950182,2.65111517511572,37.719975706312,2.78180882842152,1.6909290648631,3.71581838513627,0,4903.2,8.0826539913714,3.56298303568328,28.0663699485796,2.4321659365893,1.64844468742279,3.81158394644279,0
982.8,2.6552134876774,3.1100497685297,32.153826286605,7.42219982507952,2.70168242539418,2.32565650504346,0,1744.2,5.36352861222511,3.15732830463873,31.6723477419439,3.66659223990007,3.07506513715464,2.04326901282925,0,3159,5.92716464352206,3.43643135775233,29.0999556194852,3.31751164926349,1.87627877287814,3.3487482766441,0,4185,7.05229418532394,2.66111396444107,37.5782478075883,2.78777489627562,1.68513600605112,3.72859240121713,0,4908.6,8.07140185611904,3.56703910250208,28.0344557843102,2.43555859933061,1.644338886061,3.82110121000112,0
988.2,2.65733574299644,3.10934932041505,32.1610696306877,7.41623881618405,2.68906673041534,2.33656726927306,0,1749.6,5.35192885228507,3.1444022064026,31.8025473320115,3.67455010611882,3.05894424570477,2.05403721104173,0,3164.4,5.91983813820434,3.43464282857749,29.1151089038905,3.32162206843986,1.87076164144999,3.35862419239558,0,4190.4,7.03737459388628,2.67111928690357,37.437489403898,2.79368980383256,1.67940401725045,3.74131849313219,0,4914,8.06022819810064,3.5710260995041,28.0031557355145,2.43893698216858,1.64025807857156,3.83060774963619,0
993.6,2.6594354809034,3.10864663555333,32.1683393848334,7.41035049665034,2.67656550010407,2.34748049578286,0,1755,5.34033483370976,3.13135971000114,31.9350088335791,3.68253864989678,3.04292583117365,2.0648499686751,0,3169.8,5.91254517426343,3.43269999314449,29.1315874383756,3.32572380379056,1.86527388928747,3.3685054743246,0,4195.8,7.02264517701397,2.68112714656456,37.2977462587458,2.79955399956759,1.6737321075871,3.75399699790523,0,4919.4,8.04913190704409,3.57494444810379,27.9724626358996,2.4423012637742,1.63620195695493,3.84010377231975,0
999,2.66151299788195,3.10794186416388,32.1756340274733,7.40453371274135,2.66417717505701,2.35839619301788,0,1760.4,5.32874524030299,3.11820418510063,32.0697408071668,3.69055895899905,3.02700820285332,2.07570805432801,0,3175.2,5.90528470810694,3.43060417549275,29.1493844478973,3.32981734221333,1.85981503782657,3.3783925709743,0,4201.2,7.00810280172753,2.69113360467834,37.1590618266433,2.80536794058116,1.66811929965903,3.76662826721319,0,4924.8,8.03811189099423,3.5787945598362,27.9423695124251,2.44565162091205,1.6321702182818,3.84958948325496,0
1004.4,2.66356858543234,3.10723515289535,32.1829520713356,7.398787334533,2.65190022444478,2.36931436909361,0,1765.8,5.31715879161317,3.10493915284488,32.2067503024578,3.69861211358356,3.01118971096,2.08661223977696,0,3180.6,5.89805571521379,3.42835669182678,29.1684935346431,3.33390316539677,1.85438461774942,3.38828592894887,0,4206.6,6.99374436932274,2.70113479095192,37.0214771713627,2.81113209256264,1.66256462923091,3.7792126674114,0,4930.2,8.02716707872158,3.58257683480521,27.9128695938875,2.44898822761743,1.62816256515386,3.85906508456409,0
1009.8,2.66560252955527,3.10652664787271,32.1902920319316,7.39311025703248,2.63973314473685,2.38023503235814,0,1771.2,5.30557424607855,3.09156828516848,32.3460427769753,3.70669918371732,2.99546874778599,2.09756329850666,0,3186,5.89085719139875,3.42595884842757,29.1889086892849,3.33798174896442,1.84898216930281,3.39818599199838,0,4212,6.97956681628291,2.71112690334993,36.8850310461077,2.81684692902238,1.65706714536631,3.79175057857455,0,4935.6,8.01629641656479,3.58629166349831,27.8839562932963,2.45231125606577,1.62417870503379,3.86853077663573,0
1015.2,2.66761511329673,3.10581648297482,32.1976525490707,7.38750139276808,2.6276744614822,2.39115818922082,0,1776.6,5.29399039985768,3.07809540954799,32.4876219527857,3.71482122986458,2.97984374640194,2.10856200589924,0,3191.4,5.88368814955069,3.42341194697623,29.2106242394598,3.34205356418367,1.8436072411953,3.40809320270725,0,4217.4,6.96556711688574,2.72110619416643,36.7497601579764,2.82251292982731,1.65162591096072,3.80424239259166,0,4941,8.00549887013837,3.58993942563967,27.8556232135258,2.45562087596509,1.62021835056433,3.87798675714981,0
1020.6,2.6696066143643,3.10510479190877,32.2050322618993,7.38195967815615,2.61572272620449,2.40208384636269,0,1782,5.28240608860079,3.06452450979112,32.6314897076206,3.722979301318,2.96431318103299,2.11960913825915,0,3196.8,5.87654762182878,3.4207172811434,29.2336348727932,3.34611907659199,1.83825939121271,3.41800800105503,0,4222.8,6.95174227861319,2.7310690078072,36.6156987297406,2.82813058264154,1.64624000156607,3.81668851516328,0,4946.4,7.99477342192453,3.59352049160599,27.8278641331217,2.45891725520707,1.61628121905316,3.88743322208519,0
