ASH1 f (kHz),ASH1 Phase velocity (m/ms),ASH1 Energy velocity (m/ms),ASH1 Propagation time (micsec),ASH1 Coincidence angle (deg),ASH1 Wavelength (mm),ASH1 Wavenumber (rad/mm),ASH1 Attenuation (Np/m),ASH2 f (kHz),ASH2 Phase velocity (m/ms),ASH2 Energy velocity (m/ms),ASH2 Propagation time (micsec),ASH2 Coincidence angle (deg),ASH2 Wavelength (mm),ASH2 Wavenumber (rad/mm),ASH2 Attenuation (Np/m),ASH3 f (kHz),ASH3 Phase velocity (m/ms),ASH3 Energy velocity (m/ms),ASH3 Propagation time (micsec),ASH3 Coincidence angle (deg),ASH3 Wavelength (mm),ASH3 Wavenumber (rad/mm),ASH3 Attenuation (Np/m)
786.467805826475,19.0067245273141,0.506800762415839,197.31619882203,1.03402978211476,24.1671997079913,0.259988140252011,0,2440.8,10.3168674248565,0.933677063472057,107.103412852545,1.90523671361685,4.22683850575899,1.48649760302384,0,3990.6,13.2487739198325,0.727057653769096,137.54067436275,1.4835069642837,3.319995469311,1.89252827760139,0
786.582086720336,18.9067245273141,0.509481294211192,196.278059933144,1.0394994918454,24.0365561923053,0.261401228067396,0,2446.2,10.0955717391109,0.954143334364427,104.806056279387,1.9470155547032,4.12704265354874,1.52244254170158,0,3996,12.9509853222192,0.743775260477245,134.44921512425,1.5176258848504,3.24098731787268,1.93866395975401,0
786.698246470523,18.8067245273141,0.512190332105973,195.239921044253,1.04502737879795,23.9058935388371,0.262829971068517,0,2451.6,9.88926037900543,0.974048827950806,102.664257817936,1.98765064579806,4.03379849037585,1.5576348997528,0,4001.4,12.6735053793027,0.760059840839438,131.568587927967,1.55086156051855,3.16726780109529,1.98378719507292,0
786.81632677685,18.7067245273141,0.514928333252876,194.201782155364,1.05061437616886,23.7752114320571,0.26427463432387,0,2457,9.69634315256732,0.993428381185142,100.661509066916,2.02721304254741,3.94641560951051,1.59212458313759,0,4006.8,12.4141490853425,0.775939004377181,128.876109379585,1.5832703117039,3.09827021197528,2.02796556701031,0
786.936370510434,18.6067245273141,0.517695764632306,193.163643266475,1.05626143722169,23.6445095494127,0.265735488995823,0,2462.4,9.5154558746212,1.01231329411782,98.783647889505,2.06576658575906,3.86430144355962,1.62595630774389,0,4012.2,12.1710464818124,0.791437490265517,126.352366712438,1.61490260325411,3.03350941673207,2.07125953607499,0
787.058421753664,18.5067245273141,0.520493103317864,192.125504377587,1.06196953582946,23.5137875611302,0.267212812518817,0,2467.8,9.34542071255454,1.03073181804755,97.0184467473056,2.10336889722211,3.78694412535641,1.65917032287564,0,4017.6,11.9425865894639,0.806577570889776,123.980635724454,1.64580386773496,2.97256735102147,2.11372344684485,0
787.182525841789,18.4067245273141,0.523320836750534,191.087365488697,1.06773966703467,23.3830451300104,0.268706888783941,0,2473.2,9.18521471392419,1.04870956003545,95.3552859731915,2.14007220490282,3.71389888158022,1.69180301013101,0,4023,11.7273730700637,0.82137938512928,121.746420485414,1.67601518535238,2.9150815486114,2.15540635910257,0
787.308729406177,18.3067245273141,0.52617946302182,190.049226599809,1.07357284762769,23.2522819112165,0.270218008330128,0,2478.6,9.03394459324295,1.06626982068004,93.7848920231302,2.17592403199101,3.64477712952592,1.72388738292946,0,4028.4,11.5241888241879,0.835861215780575,119.637085812881,1.70557384991354,2.86073598058481,2.1963527392329,0
787.437080419362,18.2067245273141,0.52906949116627,189.011087710921,1.07947011674422,23.1214975520556,0.271746468542258,0,2484,8.89082635837677,1.08343387815632,92.299125969893,2.21096777632448,3.57923766440289,1.75545350611072,0,4033.8,11.3319674720127,0.850039722163067,117.641561203203,1.73451384335586,2.80925367445404,2.23660303956021,0
787.567628241915,18.1067245273141,0.531991441463623,187.972948822031,1.08543253648253,22.9906916917519,0.273292573856477,0,2489.4,8.75516871591718,1.10022122862786,90.8908112277702,2.245243200814,3.51697947935936,1.78652885069552,0,4039.2,11.1497701897074,0.863930136458119,115.750100361093,1.76286623628904,2.76039071838666,2.2761941870504,0
